약수터명,소재지도로명주소,소재지지번주소,위도,경도,지정일자,일평균이용인구수,수질검사일자,수질검사결과구분,부적합항목,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
왕가봉약수터,,대전광역시 유성구 노은동 산24-120,36.363051,127.311845,1995-01-01,100,2019-05-22,부적합,우라늄,042-611-2349,대전광역시 유성구 환경과,2019-06-10,3670000,대전광역시 유성구
화봉약수터,대전광역시 유성구 전민로18번길 22,대전광역시 유성구 전민동 369-1,36.397744,127.4032015446,2012-01-01,50,2019-04-18,적합,,042-611-2349,대전광역시 유성구 환경과,2019-06-10,3670000,대전광역시 유성구
보덕약수터,,대전광역시 유성구 송강동 280,36.436420,127.3809014857,1999-01-01,50,2019-05-22,부적합,총대장균군,042-611-2349,대전광역시 유성구 환경과,2019-06-10,3670000,대전광역시 유성구
금강도약수터,,경상남도 산청군 산청읍 옥산리 108,35.4117555862,127.879339,1995-07-12,120,2018-11-16,적합,,055-970-7003,경상남도 산청군청,2019-03-20,5450000,경상남도 산청군
밤머리재약수터,,경상남도 산청군 삼장면 홍계리 산110-3,35.3811659604,127.849996,1995-07-12,80,2018-11-16,적합,,055-970-7003,경상남도 산청군청,2019-03-20,5450000,경상남도 산청군
청계약수터,,경상남도 산청군 단성면 운리 산35,35.3292337511,127.9030772993,1995-07-12,50,2018-11-16,적합,,055-970-7003,경상남도 산청군청,2019-03-20,5450000,경상남도 산청군
거북,,서울특별시 은평구 녹번동 산1-1,37.6040917567,126.9397546539,2006-06-01,500,2019-08-09,적합,,02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
녹수,,서울특별시 은평구 녹번동 산1-1,37.6040917567,126.939786,2006-06-01,200,2019-08-09,부적합,"총대장균군, 분원성 대장균군",02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
장미동산(좌),,서울특별시 은평구 녹번동 산1-1,37.6040917567,126.9397546539,2006-06-01,200,2019-08-09,부적합,총대장균군,02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
장미동산(우),,서울특별시 은평구 녹번동 산1-1,37.6040917567,126.9397546539,2006-06-01,200,2019-08-09,부적합,총대장균군,02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
응암,,서울특별시 은평구 응암동 산6-48,37.5941517019,126.9261956704,2006-06-01,200,2019-08-09,부적합,"총대장균군, 분원성 대장균군",02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
앵봉(좌),,서울특별시 은평구 갈현동 산12-1,37.6272770471,126.9100360331,2006-06-01,100,2019-08-09,부적합,"총대장균군, 분원성대장균군",02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
서부(좌),,서울특별시 은평구 갈현동 267-100,37.6238509076,126.9095222706,2006-06-01,100,2019-08-09,부적합,총대장균군,02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
서부(우),,서울특별시 은평구 갈현동 267-100,37.6238509076,126.9095222706,2006-06-01,100,2019-08-09,부적합,총대장균군,02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
수국사,,서울특별시 은평구 구산동 산135-5,37.6152152939,126.9053463748,2006-06-01,100,2019-08-09,부적합,"총대장균군, 분원성대장균군",02-351-8009,서울특별시 은평구청,2019-09-20,3110000,서울특별시 은평구
좁은목,전라북도 전주시 완산구 춘향로 5393,전라북도 전주시 완산구 동서학동 152-7,35.8074705,127.1625937,1996-02-13,300,2018-07-02,적합,없음,063-281-6981,전라북도 전주시청,2019-08-30,4640000,전라북도 전주시
완산칠봉,전라북도 전주시 완산구 곤지산3길 18-23,전라북도 전주시 완산구 동완산동 산 121-1,35.8072909797,127.1457670453,1996-02-13,50,2018-07-02,적합,없음,063-281-6981,전라북도 전주시청,2019-08-30,4640000,전라북도 전주시
철 학 로,,부산광역시 동래구 온천2동 산177-2,35.213045,129.049901,1916-03-14,200,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
사적공원,,부산광역시 동래구 명장2동 산94-3,35.210524,129.090951,1999-09-22,320,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
쌍    암,,부산광역시 동래구 사직2동 산12-4,35.207093,129.050409,1996-09-17,60,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
금    병,,부산광역시 동래구 사직2동 산12-5,35.206539,129.050022,1996-01-27,120,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
쇠    미,,부산광역시 동래구 사직2동 산81-7,35.200265,129.044702,1996-01-27,80,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
금 강  2,,부산광역시 동래구 온천3동 산190-9,35.208664,129.053135,1996-01-27,120,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
금 강  1,,부산광역시 동래구 온천3동 산190-7,35.209393,129.056059,1996-01-27,100,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
만 수 정,,부산광역시 동래구 온천3동 산190-8,35.210725,129.051193,1996-01-27,100,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
대 덕 사,,부산광역시 동래구 온천2동 산92-2,35.214657,129.058907,1996-01-27,50,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
수 산 대,,부산광역시 동래구 온천2동 산92-2,35.214657,129.058907,1996-01-27,50,2019-04-22,적합,해당없음,051-550-4395,동래구청,2019-09-10,3300000,부산광역시 동래구
백수약수터,,부산광역시 사상구 모라1동 산91-1,35.191183,128.996342,2011-01-01,40,2019-05-14,부적합,총대장균군,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
이칠약수터,,부산광역시 사상구 모라3동 산104-3,35.185998,129.011131,2011-01-01,50,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
운수사약수터,,부산광역시 사상구 모라3동 3-7,35.184253,129.012967,2013-10-01,300,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
서당골약수터,,부산광역시 사상구 모라3동 75-15,35.181192,129.000344,2011-01-01,300,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
청수약수터,,부산광역시 사상구 괘법동 산1-26,35.166224,129.000714,2012-01-01,100,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
탑골약수터,,부산광역시 사상구 괘법동 산1-1,35.162834,129.003772,2011-01-01,100,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
삼각산약수터,,부산광역시 사상구 괘법동 산1-1,35.162834,129.003772,2011-01-01,100,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
건강약수터,,부산광역시 사상구 주례1동 산113,35.161109,129.005471,2011-01-01,150,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
백양골약수터,,부산광역시 사상구 주례1동 1263,35.159854,128.999873,2011-01-01,50,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
백양정약수터,,부산광역시 사상구 주례1동 산8-1,35.157566,129.009092,2011-01-01,50,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
승록정약수터,,부산광역시 사상구 주례2동 산69-1,35.141511,129.011081,2011-01-01,100,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
복천약수터,,부산광역시 사상구 주례2동 산69-1,35.141511,129.011081,2011-01-01,100,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
삼운정약수터,,부산광역시 사상구 주례3동 산74-1,35.141417,129.003993,2011-01-01,100,2019-05-14,부적합,총대장균군,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
승학(학장)약수터,,부산광역시 사상구 학장동 산165,35.128523,128.989904,2012-01-01,50,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
백련약수터,,부산광역시 사상구 엄궁동 산55,35.128097,128.983019,2011-01-01,80,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
불심약수터,,부산광역시 사상구 엄궁동 산42,35.125417,128.979325,2011-01-01,80,2019-05-14,부적합,총대장균군,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
승학(엄궁)약수터,,부산광역시 사상구 엄궁동 산60-3,35.119529,128.974225,2011-01-01,200,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
거북약수터,,부산광역시 사상구 학장동 산154-1,35.133197,128.983746,2011-01-01,50,2019-05-14,적합,,051-310-5174,부산광역시 사상구청,2019-09-05,3390000,부산광역시 사상구
항골,강원도 동해시 천곡동 산165-2,강원도 동해시 천곡동 산165-2,37.5234181,129.1045487,1975-04-20,30,2018-01-01,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
토골,강원도 동해시 평릉동 산94,강원도 동해시 평릉동 산94,37.5327736,129.0808779,1980-09-18,200,2018-01-01,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
국민주택,강원도 동해시 발한동 356-1,강원도 동해시 발한동 356-1,37.5577361,129.1029771,1981-05-25,30,2018-01-01,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
단병골,강원도 동해시 초구동 산27,강원도 동해시 초구동 산27,37.5678961,129.1031665,1969-03-27,250,2018-01-01,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
항골,강원도 동해시 천곡동 산165-2,강원도 동해시 천곡동 산165-2,37.5234181,129.1045487,1975-04-20,30,2019-02-18,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
토골,강원도 동해시 평릉동 산94,강원도 동해시 평릉동 산94,37.5327736,129.0808779,1980-09-18,200,2019-02-18,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
국민주택,강원도 동해시 발한동 356-1,강원도 동해시 발한동 356-1,37.5577361,129.1029771,1981-05-25,30,2019-02-18,부적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
단병골,강원도 동해시 초구동 산27,강원도 동해시 초구동 산27,37.5678961,129.1031665,1969-03-27,250,2019-02-18,적합,0,033-530-2453,강원도 동해시청,2019-09-10,4210000,강원도 동해시
평안샘터약수터,,대구광역시 달서구 도원동 산19번지,35.8030185,128.5775931,1995-05-01,300,2019-07-25,적합,,053-667-2605,대구광역시 달서구청,2019-09-18,3470000,대구광역시 달서구
성덕사,,서울특별시 중랑구 중화동,37.604114,127.085838,,300,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
태능지구,,서울특별시 중랑구 묵동,37.611289,127.082649,,250,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
동산,,서울특별시 중랑구 망우동,37.592388,127.106590,,150,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
솔밭,,서울특별시 중랑구 망우동,37.592742,127.112167,,80,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
송림천,,서울특별시 중랑구 망우동,37.591580,127.110374,,80,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
용마천,,서울특별시 중랑구 망우동,37.594974,127.109802,,80,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
용마산,,서울특별시 중랑구 망우동,37.594974,127.109802,,300,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
조양천,,서울특별시 중랑구 면목동,37.583930,127.104973,,150,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
용건,,서울특별시 중랑구 면목동,37.580833,127.098052,,150,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
용마제일,,서울특별시 중랑구 면목동,37.579254,127.099914,,50,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
용건,,서울특별시 중랑구 면목동,37.580833,127.098052,,150,2019-03-28,적합,,02-2094-2367,중랑구청 공원녹지과,2019-09-18,3060000,서울특별시 중랑구
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2017-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2017-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2017-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2017-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2017-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2018-03-20,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2018-03-20,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2018-03-20,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2018-03-20,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2018-03-20,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2018-05-25,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2018-05-25,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2018-05-25,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2018-05-25,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2018-05-25,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2018-09-18,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2018-09-18,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2018-09-18,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2018-09-18,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2018-09-18,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2018-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2018-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2018-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2018-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2018-12-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2019-03-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2019-03-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2019-03-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2019-03-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2019-03-05,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
대흥사,전라남도 해남군 삼산면 대흥사길 140,전라남도 해남군 삼산면 구림리 146-8,34.4964073804,126.6185132,1987-01-01,150,2019-04-22,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
도솔봉,전라남도 해남군 송지면 마봉리 산95-9,전라남도 해남군 송지면 마봉리 산95-9,34.34982599,126.5538254,1993-01-01,85,2019-04-22,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
신덕,전라남도 해남군 화원면 신덕리 375-3,전라남도 해남군 화원면 신덕리 375-3,34.6582754,126.3244165,1993-01-01,100,2019-04-22,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
오소재,전라남도 해남군 북일면 흥촌리 산117-8,전라남도 해남군 북일면 흥촌리 산117-8,34.4668975,126.6476235,1994-01-01,350,2019-04-22,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
송호,전라남도 해남군 송지면 송호길 35,전라남도 해남군 송지면 송호리 963-1,34.3172033,126.5217846,1997-01-01,100,2019-04-22,적합,-,061-531-3670,전라남도 해남군,2019-09-11,4930000,전라남도 해남군
냉천,,경기도 안양시 만안구 안양5동 590-91,37.390306,126.923515,,61,2019-08-26,부적합,총대장균군,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
만안,,경기도 안양시 만안구 안양6동 산123-1,37.386145,126.926018,,38,2019-08-26,부적합,총대장균군,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
수리천,,경기도 안양시 만안구 안양8동 산127-1,37.384194,126.925700,,615,2019-08-26,적합,,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
수리산,,경기도 안양시 만안구 안양9동 산79-3,37.367294,126.904839,,100,2019-08-26,부적합,"일반세균, 총대장균군",031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
석천,,경기도 안양시 만안구 석수2동 산162-2,37.411524,126.905384,,315,2019-08-26,적합,,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
매천,,경기도 안양시 동안구 비산동 산23-4,37.4171183,126.957056,,350,2019-08-26,부적합,"총대장균군, 대장균",031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
청심,,경기도 안양시 동안구 관양동 산131,37.4060365,126.965205,,519,2019-08-26,부적합,질산성질소,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
간촌1,,경기도 안양시 동안구 관양동 산109,37.414748,126.9646494,,486,2019-08-26,적합,,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
간촌2,,경기도 안양시 동안구 관양1동 산109,37.414748,126.9646494,,486,2019-08-26,부적합,총대장균군,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
충의,,경기도 안양시 동안구 비산3동 산118,37.406658,126.9392442,,185,2019-08-26,적합,,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
관상,,경기도 안양시 동안구 관양1동 산114,37.4223563,126.962596,,294,2019-08-26,부적합,총대장균군,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
갈산,,경기도 안양시 동안구 갈산동 1112,37.3799817841,126.9640316604,,150,2019-08-26,적합,,031-8045-5666,경기도 안양시,2019-09-10,3830000,경기도 안양시
증안골약수,,충청북도 증평군 증평읍 초중리 산55,36.455554,127.356361,1999-05-12,50,2019-08-29,부적합,총대장균군,043-835-4083,증평군,2019-09-11,5570000,충청북도 증평군
좌구산휴양림약수터,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산61-1,36.7054168,127.6511754,2012-11-28,100,2019-08-29,적합,,043-835-4083,증평군,2019-09-11,5570000,충청북도 증평군
대봉약수터,,충청북도 증평군 증평읍 미암리 산141-1,36.485888,127.344434,1998-08-10,50,2019-08-29,부적합,총대장균군,043-835-4083,증평군,2019-09-11,5570000,충청북도 증평군
제봉산약수터,,전라남도 장성군 장성읍 영천리 산191,35.2975900,126.790674,1996-01-01,50,2018-03-30,적합,,061-390-8566,전라남도 장성군 맑은물관리사업소,2019-06-30,4980000,전라남도 장성군
백양사약수터,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 29,35.4392036,126.8832322,1996-01-01,200,2018-02-19,적합,,061-390-8566,전라남도 장성군 맑은물관리사업소,2019-06-30,4980000,전라남도 장성군
빗기촌약수터,,전라남도 장성군 장성읍 영천리 876-6,35.299103,126.787529,2001-01-01,50,2018-02-19,적합,,061-390-8566,전라남도 장성군 맑은물관리사업소,2019-06-30,4980000,전라남도 장성군
당몰샘,,전라남도 구례군 마산면 장수길,,,,50,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
작은등샘,,전라남도 구례군 마산면 사도리 181-4,,,,20,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
버드실샘,,전라남도 구례군 마산면 갑산리 301-3,,,,50,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
감로천,,전라남도 구례군 광의면 방광리 66,,,,50,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
심원옹달샘,,전라남도 구례군 산동면 좌사리 산110-1,,,,20,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
임걸령옹달샘,,전라남도 구례군 산동면 좌사리 산110-1,,,,30,2019-03-21,적합,,061-780-2123,구례군청,2019-06-26,4870000,전라남도 구례군
수리,,경기도 군포시 산본동 산 18-3,37.3731271,126.9266911,1993-10-09,200,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
오금,,경기도 군포시 금정동 871-6,37.3528091,126.9352012,1995-05-29,200,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
감투봉,,경기도 군포시 산본동 산 119,37.3427061,126.9282899,1985-02-01,20,2019-08-22,부적합,총대장균군,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
피크닉장,,경기도 군포시 산본동 840-143,37.3566231,126.9157431,1994-08-22,200,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
산딸기,,경기도 군포시 산본동 840-156,37.3566291,126.9143431,1994-12-10,150,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
광천,,경기도 군포시 산본동 산 60,37.3613981,126.9177521,1993-07-15,100,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
주공4단지,,경기도 군포시 산본동 산 99-4,37.3479221,126.9294521,1997-06-17,80,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
희망,,경기도 군포시 당동 859,37.3564221,126.9418311,1998-03-20,200,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
다산,,경기도 군포시 금정동 871-15,37.3500241,126.9302941,1998-03-20,50,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
능안,,경기도 군포시 산본동 1065,37.3718228523,126.9327224685,1999-02-10,50,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
속달,경기도 군포시 속달로110번길 25,경기도 군포시 속달동 산 3-1,37.3379388,126.9083673,2003-04-18,20,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
장수,,경기도 군포시 당동 954,37.3500574868,126.9390938985,1996-09-20,50,2019-08-22,적합,없음,031-390-3252,군포시수도과,2019-09-16,4020000,경기도 군포시
